374.34,399.84,358.54,421.05,435.67,443.33,432.69,431.66,399.47,408.62,493.89,502.01,436.25,434.39,464.2,508.65,653.92,515,541.74,481.58,500,466.97,495.87,516.24,589.17,601.47,517.73,557.36,1429.7,1568.7,4610.3,4681.8,7597.4,7132.1,3763.5,1947.3,1373.6,1140.4,1131.7,1072.9,2558.8,6272,8497.2,9805.1,5456.2,3218.6,1756.6,1533.5,1278.2,1198.1,1055.9,1175,4189.4,7467.9,8717.5,11653,11394,5517.6,3523.2,2286.5,1817.9,1476.9,1234.3,968.89,1044.1,2517.2,5709.9,11837,8360.6,11073,14506,12671,5937.8,3202.3,2587.5,2201.9,1880.2,1313.2,1106.3,1167.1,1848.6,7885.2,9621.7,11476,9671.1,11005,16737,13224,6743,3186.6,2744.9,2592.6,2052.7,1355.3,1120.3,1141.5,1202.8,8627.8,12068,15647,12342,9594.2,10971,19601,15896,9035.9,3933.1,3474.5,2603.1,2150.7,1697.7,1590.7,1343.6,1287.6,6514.7,13332,13776,14199,9972.5,10848,21464,22703,14756,9237,4331.3,3359,2592.1,2385,1760.8,1422.9,1641.8,1718.8,4023.9,18007,21661,12547,12612,9140.2,11811,22026,21065,12982,6505.8,4163.8,3652.8,2603.3,2081.7,1759.3,1661.3,1528.1,1734.6,3070.9,14050,30984,18178,14471,10997,11846,18984,22128,15572,8971.9,4551.1,3482.6,2868.1,2055.4,2134.1,1834.7,1715.2,1433.5,1597.3,7514.2,10557,33224,17657,13321,11243,14555,23511,19251,12325,6100.2,4805.4,3310.7,2721.2,2272.5,2311.4,1956.4,1626,1377.2,1687,3182.1,4817.1,16255,25465,20254,16256,16458,24482,16747,11207,6496.1,4029.8,3375.3,2701.4,2263.3,2332.9,2051,1746.6,1380.4,1232,1392.5,1112.3,1168.2,1006,993.26,815.66,763.79,727.81,679.28,641.85,639.74,541.4,490.11,474.48,428.06,476.48,462.45,480.14,501.02,462.06,409.26,390.37,478.74,541.34,510.09,498.44,409.92,504.57,499.63,534.97,549.94,467.38,455.77,478.82,482.24,512.97,481.06,451.05,466.66,515.21,532.99,647.77,651.56,675.12,659.23,714.52,812.59,703.76,820.07,836.28,818.5,781.16,756.66,810.16,779.65,818.32,760.67,690.87,790.08,732.15,662.39,572.11,651.71,590.76,597.16,554.89,510.91,506.89,513.04,523.68,428.43,448.32,486.66,527.04,480.82,526.44,443.28,472.58,471.01,407.5,455.34,419.39,411.4,416.49,368.79,382.77,374.06,348.26,360.86,393.97,6
819.16,709.96,700.63,751.33,701.23,2440,10079,22431,15600,10010,5868.5,3523.2,3125,3057.1,5392.1,17752,19171,10892,6707.3,4066.9,3224.8,2786.5,3026.8,3204.2,3688.1,3336.3,2928.8,2380.8,2421.2,2035.5,1991.2,1580.2,1571,1377.6,1186.6,1291.8,1244.1,1144.8,1068.8,897.33,1144.5,986,981.56,944.65,894.25,810.25,779.17,775.86,799.55,832.11,827.65,5168.1,19778,15179,10308,5842.3,3226.7,2712.5,2514.3,2531.7,3771.3,15117,16855,10652,6448.9,4045.4,2775.8,2643.4,2281.4,2211,1908.4,1758.6,2005.1,2873.7,2757.2,2713.1,2362.2,1989.6,2148.1,1941.8,1768.3,1467.7,1490,1397.9,1210.2,1171.6,1094.2,1105.6,1061.1,1005.9,839.33,971.76,878.98,905.91,863.99,805.05,717.08,774.18,1452.1,13192,19146,13167,7532,4421.4,3383.5,7039.1,18309,19393,13762,7434.1,4428.6,3800.8,3313.6,2875.8,2769.3,2591.1,1989.8,1822,1659.1,2688.5,3067.1,3110.1,2421.6,2276.6,2080.6,2046.5,1787.4,1576.3,1538.5,1312.2,1291.5,1113.1,1218.7,1249.5,1122.5,1272.1,1029.8,970.55,1058.8,1041,860.06,918.7,895,850.4,822.61,822.72,778.3,810.1,815.55,874.14,772.09,967.74,1608.1,10899,16736,12373,8301.6,4418.2,3042.8,2975.7,3073.6,10700,20758,14949,9996.7,6089.9,4603.9,5140.7,3978.1,3790.6,3575.1,3371.5,2854.6,2679.6,2467.8,2263.6,1986.7,2250.9,3467.8,3558.9,3876,5079.5,5691.6,7176.9,5680.6,5356.5,4828.8,5372.8,4725.2,4189.9,3895.8,3720.9,3388.2,3588.4,3491.4,3039.5,3003.3,3266.8,2843.8,2786.6,2932.9,3163,2723.1,2375.7,2163,1813.4,1666.9,1695.7,1776.1,1630.4,2295.3,3264.4,3298.4,3354,2868.9,2455.3,2493.7,2103.3,1739.9,1742,1571,1420.1,1342.1,1346.9,1347.4,1130.5,1081.6,1051.7,1072,1016.6,1020.5,1015.7,1007.4,942.03,855,1024.4,1213.7,1313.1,1240.8,1441.6,1165.1,1111.1,1064.1,1262.2,1350.9,1184.1,1379.3,1268.8,1343,1649.3,2912,3267.1,3241.5,2938.1,2481,2408.5,2532.6,2264.5,1833,1843.3,1654.2,1390.3,1530,1462.5,1297.1,1241.8,1095.1,1121.6,1286.1,1189.3,1111.9,1091.7,998.71,909.62,808.25,1136.6,7959.6,20158,15457,7972.2,5127.1,3647.6,3107.5,5645,22063,19699,11431,6410.2,4509.7,4492.3,4651,4443.3,3870.9,3748.2,3134.6,2975,2643.1,2599.5,2211,2137.5,1941.6,6
2237.3,2046.5,1849.3,2237.8,2045.3,2156.9,1990.6,2187.5,2093.3,1824.2,2214.7,2091.3,2062.7,1672.5,2068.3,2189.3,2039.5,1785.5,1863.1,2038.7,1840.2,1637.4,2019.2,2135.5,2098,1619.1,1602.1,2064.4,2007.5,2185.7,1947.5,1896.2,1783.7,1998.7,2029.6,1938.2,2216.3,1927.3,1803.9,1975.2,2144.5,2610,6108,7970.2,7428.3,8961.1,9948.4,8756.3,7827.9,7990.1,8292.1,9497.4,7981.5,7376.1,5655.6,4428.3,3899.3,3056.3,3382.3,2675.2,2457,2328,2118,2265,2266.9,2386.7,2189.4,1970.9,1784.8,1859.4,1863.1,2069.9,2067.8,1682.3,1663.4,1753.9,1756.4,1828.1,1769.7,2066.7,1808,1460.9,1513.5,1846.7,1893.5,1834.6,2198.5,2088.6,1501,1632.5,1828.1,1646.5,1717.9,2049.8,1733.4,1686.2,1520.3,1562,1530.1,1712.5,1821.1,1917.5,1635.2,1836.3,1772.5,1778.4,1816.9,1422.9,1935.8,1547.1,1569.1,1536,1733.5,1608.2,1656.9,2027.1,2018.6,2784.5,5391.9,8166.2,6835.2,11926,15078,7239.5,11539,15198,10071,11812,17162,13768,9807.1,12844,10726,8670.4,10845,8004.4,5466.8,3809.7,3381.4,3078.4,2549.3,2253.9,2359.6,2510.1,5999.6,5039.3,10650,9771.7,9617.6,5504.1,4909.8,3697.1,3409.2,2702.2,2363.6,2344.1,1961.2,2049.5,2208.1,2147.2,2006.5,1835.5,1755.8,1659.4,2050.3,2123.1,2078.4,1573.4,1759.7,1998,1540.2,1750.2,1927,2011.3,1815,1659.1,1666.3,1788.3,1830.8,2043.6,1683.9,1498.3,1567.4,1627,1747.5,1768.8,2049.4,2284.6,1757.7,1784.8,1642.4,1723.3,2040.4,1881.4,2216.4,1999.6,2055.7,1796.9,1879.6,1702.2,1678.5,1969,2135.1,1745.8,1794.6,1684.8,1825.3,1585.4,1949.4,1843.1,1714.8,1541.1,1633.7,1653.8,1395.8,1827.8,1966.7,1990.6,1844.8,1806.9,2081.3,1986.7,3201.3,5348.1,5796.6,5129.9,6946.9,5405.9,4222.4,3784.5,3886,3179.5,2462.3,2313.8,2459.8,3681.8,5064.7,8597.1,10234,9679.6,8018.8,4924.2,6929.2,7973.2,8327.4,8023.8,6826.4,5663.4,4940.2,4421.3,3675.4,3195.8,3033.3,2767.8,2446.6,2495.9,2234.4,2194.6,3284.5,6305.5,8819.7,10232,9852.3,8227.6,8618.8,9634.3,10185,12149,9734.8,14661,15367,15048,14490,16321,16825,18680,20727,18610,18636,18269,14193,14032,14334,16002,14233,11739,9186.4,6729.9,4839.3,4325.2,5472.5,7140.4,9365.9,10534,10229,9097.1,10604,11335,10159,6467.8,5285,6
406.84,381.83,377.35,374.28,409.42,378.44,361.6,366.94,350.98,389.17,435.13,389.87,400.08,393.38,361.93,385,374.74,354.26,425.96,402.29,367.86,369.73,385.16,375.17,357.22,373.66,405.71,370.77,358.69,382.36,356.05,417.43,384.5,376.24,352.55,382.8,378.83,410.14,410.31,395.72,402.26,384.09,415.63,388.76,412.61,424.88,389.43,448.47,382.65,387.48,355.75,337.74,363.11,375.6,363.6,373.46,396.4,428.38,444.66,402.65,400.05,369.06,435.8,424.6,412.46,384.64,416.18,406.88,434.54,458.87,460.7,423.35,421.49,407.36,470.51,433.91,430.05,399.65,427.24,420.79,395.56,416.25,352.96,361.24,411.4,414.24,410.36,410.51,383.81,368.12,402.72,368.85,379.92,398.88,365.2,430.61,400.57,405.91,374.71,398.96,419.9,414.12,440.42,404.4,424.67,397.34,346.98,381.81,445.4,375.49,395.71,388.35,396.75,384.43,408.52,432.14,436.02,415.04,400.28,419.19,434.45,429.14,401.39,395.8,425.2,381.53,386.3,428.24,413.83,451.66,465.7,365.31,378.45,407.41,395.15,392.04,386.32,411.41,409.02,404.98,394.65,360.4,417.28,408.56,400.58,404.27,370.3,395.48,364.86,405.13,394.61,424.19,419.49,415.65,423.17,460.89,414.97,380.61,347.83,396.56,402.1,389.1,353.46,376.31,418.01,382.31,428.84,357.77,406.24,402.7,426.39,379.75,335.48,386.29,368.73,415,411.14,398.67,424.21,352.26,395.86,376.73,390.09,378.56,386.69,380.73,365.33,371.57,366.94,343.78,332.73,358,405.92,361.27,400.95,358.01,351.21,363.35,356.22,365.66,362.25,383.54,394.94,379.49,405.16,377.45,374.61,400.09,348.76,337.79,372.55,393.64,370.34,385.64,379.6,348.98,363.6,381.08,367.63,354.93,402.94,415.01,376.74,377.96,365,394.34,402.81,357.11,388.07,401.84,430.85,412.42,439.02,376.89,346.27,381.43,393,421.35,387.83,396.2,357.19,381.8,393.7,547.6,506.14,411.45,396.35,341.26,401.11,421.6,382.53,388.17,358.02,399.06,367.03,348.12,347.88,408.31,386.81,389.44,366.25,352.19,383.9,379.69,358.14,420.54,393.07,390.95,410.47,404.01,403.69,371.91,355.63,362.64,398.97,381.1,388.75,350.2,360.81,367.31,398.35,413.9,352.92,383.39,383.6,353.01,369.02,370.74,379.31,370.89,358.33,355.56,385.6,342.32,366.12,362.2,356.3,377.37,341.36,356.6,403.2,6
856.47,1014.9,897.01,918.54,854.09,760.58,788.15,674.85,708.42,1224.4,3005.9,4578.3,5356.8,5293.3,3078.4,1637.1,1160,1160.4,1020,1010.1,1080.3,4085.7,5889.7,5750,6504.2,8705.5,7882,6275.7,5509.3,3225.9,1965.3,2032.9,1789.3,1653.4,2025.9,1784,1604.3,1732.7,3601.9,7392.8,7083.3,7537.4,9268.6,8104.9,7725,6999.3,7064.7,6739.1,6047.8,6911.4,7899.6,8815.4,9216,5451.3,2812.7,2067.1,2047.1,1568.8,1561.1,1350,1382.6,1412.3,963.31,850.87,918.74,6061.7,10366,9384.9,8482.4,6690.9,4095.2,4010.9,4894.2,6119.4,6255.8,5222.6,5789.8,6779,8796.1,10175,6679.3,5974.5,9987.8,10882,6978.7,3575.4,2570.9,2148.7,2181.1,1883.3,1793.6,2053.2,1927,1586.7,1677.6,1542.3,1370.2,1784.5,9992.8,10561,11437,8386.1,6108.2,5637,6435.5,6199.4,5606.5,5918.9,6128.8,5947.3,6737.4,7681.3,8532.3,12548,9423.4,11313,11492,6223.4,3653.5,3101.3,2989.8,2844.5,2766.5,2151.3,2059.9,1962.7,1897.8,1769.5,1585.5,1625.3,1571.9,1312.3,1951.4,5874.5,4878.1,10536,11418,9033.4,8140.3,7473.4,7196.2,8251.2,7609.6,8425,8528.8,9146.1,10743,12900,11509,9822.8,12161,5605.4,3699.9,2959.4,2687.9,2689.3,2430.7,2126.1,2098.8,1883.9,1711,1909.4,1378,1296.9,1286.3,1107,916.71,1070.9,1064.6,1028.4,1036,1017.4,987.56,861.39,830.18,915.47,749.37,773.55,804.57,822.67,918.18,991.26,1124,1135.9,889.35,1002.9,1041.2,1097.6,1170.9,1194.6,1071.2,932.92,970.05,1008.3,1017.4,1116,1045.4,938.72,1041.9,972.18,986.59,1127.5,946.65,1109.5,1159.3,1370.6,1273.7,1588.7,1264,1390.5,1586.4,1275.5,1290.4,1462.8,1173.4,1115.5,1363.5,1076.7,1054.3,1163.3,970.92,1103.9,749.96,697.95,655.16,599.77,664.47,673.05,672.47,644.76,691.27,706.15,778.51,781.82,780.82,868.85,832.3,866.95,767.56,917.43,881.84,843.44,890.3,834.8,945.29,988.93,853.66,904.82,981.34,848.5,850.6,775.14,1083.7,1760.6,1095.2,920.45,884.25,874.46,871.06,1034,1020.3,1040.9,969.3,1192.2,1139,1048.7,1049.8,1361.9,1241.7,1443.3,1301.9,1186.4,1219.9,1509.2,1314.4,1154.8,1315.8,1286.7,1146.5,1289.6,1331.9,1066.7,1212.4,1174,999.13,1254,1218.9,1123.1,1052.5,1250.2,1081.1,789.87,884.96,852.63,981.61,911.28,879.25,825.07,838.6,840.59,848.52,6
1051,2067.2,1604.8,1123.2,2342,2104.2,1443.8,1002.5,853.89,752.65,783.59,737.63,643.28,689.7,673.96,672.32,632.72,807.13,950.58,934.55,1045.6,1031.7,1462.3,1359.4,1075.3,2360.4,1518.5,1268.7,847.53,685.37,701.64,731.11,675.87,531.17,678.54,630.3,653.81,803.25,895.1,1276.1,977.46,1455.6,1970.9,1300.3,1042.9,860.27,1254.4,850.98,693.86,662.91,639.9,680.93,780.41,988.57,1144.5,1129.1,1124,2033.8,1363.3,941.45,840.42,709.26,714.06,643.51,712.59,753.83,802.63,1082,1185.6,1014.8,1743.3,1190.4,836.1,673.2,617.54,497.41,714.91,1120.3,1056.6,1211.3,1002.5,1802.9,1452.2,899.54,787.29,671.16,589.21,593.9,738.37,888.08,971.46,1306.9,1397.6,1010,754.12,565.45,556.67,585.13,728.65,1090.7,805.33,1500.4,940.54,826.54,582.42,528.07,552.9,688.4,1027.8,916.01,1611.4,818.78,700.35,565.86,499.56,662.82,1089,952.54,1820.7,990.15,844.58,634.74,673.17,930.1,1208.7,1761.5,1264.3,925.03,662.86,610.61,816.49,1057.7,1282.7,1648,946.89,840.25,728.45,895.12,1493.2,1695.5,1621.8,930.62,879.85,926.77,1067.5,1566.2,2790,3110.9,1331.2,1080.2,949.63,1452.1,1519.2,2173.1,1293.6,1020,707.34,1062.3,1464.4,2166,1191.7,798.06,660.52,1020.2,1582.5,1990.3,1276.3,786.97,721.05,967.66,1498,1938.3,1146.5,925.5,685.03,969.38,1660,2139.5,1522.8,1282.1,1006.5,1635.2,1883.7,1797.2,1174.5,922.54,1025.8,1693.1,2273.9,1347.3,977.49,891.52,1298.6,1754.4,1733.6,1031.5,841.1,875.34,1689.8,2228.3,1020.2,877.92,848.22,1579.6,2147.8,1497,879.26,869.27,1409.3,2284.8,1508.9,964.5,760.54,1364.8,2110,1508.3,1089.6,714.53,1383.8,2296,1314.3,1092.1,1156.3,1893.5,1932.8,1201.3,975.3,923.04,1796.8,1616.4,1084.5,865.73,1149.5,2003.8,1321,874.22,794.05,1473.2,1776.9,976.73,800.98,892.27,1633.7,1060.6,704.87,650.02,1150.8,1342.5,761.07,618.69,908.39,1468.1,891.08,632.44,673.6,1298.2,1169.2,667.37,618.59,838.16,1223.6,826.57,549.59,589.15,1054.8,1104.8,633.35,653.51,808.85,930.48,689.93,552.65,544.32,856.23,1101.6,732.63,580.34,559.11,542.61,670.54,641.73,477.51,473.94,458.89,495.05,414.23,379.25,405.44,412.63,331.84,372.75,388.13,340.8,329.92,367.3,305.67,495.57,482.27,374.77,341.39,389.86,10
2344.3,2258,2723.2,2021.6,2096.6,1975,1990.1,1933.5,1857.7,1799.1,1855.2,1855.7,1893.1,1767,2054.2,2308.1,2173.9,2109,2296.8,2268,2287.2,2320,2109,2088.6,2111.3,2028.5,2228.9,2177,2252.4,3354.8,5105,7899.4,7937.6,8078.3,8703.7,8800.6,10217,10028,9471.7,9602.7,7308.5,6723.7,4719.7,4983.2,4427.4,4568.5,3734.7,3900.8,3295.8,3047.6,2995.3,2933.9,2972.2,2611.5,2391.5,2496.5,2175.4,2162.1,2318.4,2851.8,2593.1,2198.1,2223.4,2227.3,2110.8,2006.8,2339.4,2057.2,1792.1,1940.1,2042,2189.2,2082.2,2061.7,2118.3,2506.6,3058.7,3069.1,2724,2401.1,2618.8,2504.6,2361.3,1939.6,2251.9,2845.9,3676.1,3394.9,3559.6,3860,3355.5,3461.5,3853.4,3453,3623.8,4163.3,6250.7,8444.9,8075.2,8146.6,8938.2,8027.7,9387.4,8775.8,8546.1,5391.3,4093.7,3505.9,3231.1,3195.5,3243.8,3432,3099.7,3015.4,2592.4,2517.6,2517,2570.5,2531.5,2656.2,2651.2,2245.8,2290.2,2397.8,2199.2,2365.7,2362.2,2039,2220.8,2056.7,2079.4,1989.9,1995.9,1664.1,1989.5,2745.3,4241,4340.9,4066.2,4264.6,4766.2,4933.2,4365.7,4494,4238.3,4509.8,2597.6,2329.1,3630.8,5698.7,5750.4,5115.6,5547.1,6087.7,6529.1,6306.8,5945,5967,5356.6,2643.3,2427.4,2570.4,2101.6,2006.3,2003.4,2264.2,2277.5,2057.9,2467.7,2393.1,2548.1,2072.7,2284,1867.3,1987.6,2058.3,1919.2,1799.2,1648.5,2148.7,1887.2,1952.9,2228.9,2086.6,2885.3,13306,16938,16282,16717,16799,15589,12875,12221,11020,9898.5,7953.4,8335.1,7725.6,6823.5,6580.7,5713.2,4767.8,5233,5305,7159.7,7812.7,6935,9813.1,8154.8,6913.1,6908.6,6814.2,7372.5,6681.2,5834.4,4716.9,3175.2,3006.6,2975.9,2709.6,2927.8,2953.5,2627.4,2836.3,2667.5,2953.4,2296.8,2355.9,2219.5,1982.8,2051.6,2009.3,2089.3,2257.2,2102.9,1766.9,2271.6,2384.7,2338.9,3048,3192.3,2688.7,2771.5,2314.9,2113.5,2360.4,1877.4,2299.4,2216.3,2027.8,1897.8,2315.6,2513.2,2351.7,2295,2328.4,2502.8,2378.5,3328.9,3159.9,3150.5,4481.5,5287.8,6850.6,6085.1,6190.5,7914.6,6555.7,7381.1,6596.5,6333.4,6210.8,5883.2,3938.4,3344.9,3059.5,2858.8,2734.8,2742.6,2843.4,2754,2657.6,2888.6,2540.3,2762,2413.8,3064.2,2579,2205,1834.1,1991.5,1693.1,1840.1,1587.9,1696,1509.5,1650.6,1631.1,1498,1586,1644.5,10
2903.5,2297.2,3323.1,5763.5,4479.2,6324,5604.9,3465.9,2924.8,2457.9,3251.7,6548,4223.1,7306,4772.7,3051.2,2511.7,2319.6,4160.3,6143.3,5144.9,6401.1,3533.4,2732.2,2680.7,4006,7370.1,4978.8,7299.6,3806.6,2774.4,2655.1,4318.6,7553.3,6386.3,5059.8,2818.4,2496.2,2608.9,6811.7,5023.9,6951.7,3808.9,2950.7,2549.1,4050.7,7396.3,5882.1,4558.7,2934.8,2858.9,2592.1,6796.3,5450.4,6732.4,3774.9,2983.2,2657.4,6034.3,6673.3,7936.5,4524.9,2819.4,2517.7,5360.4,6582,8427.4,4670,3087.8,2820.2,5972.9,6953.5,9063,4446.8,3162.1,2813.3,5702.9,6953.9,8222.7,4449.4,3075.5,3275.3,6242.6,7551.8,8452.8,4054.9,2873.5,3038.8,7491.9,10829,7395.9,3698.9,3579.5,4989.9,8163.2,9672.3,4675.7,3719.4,3187.2,6983.8,10534,6291.6,3813,3463.6,6040.2,9933.3,8287.7,3959.3,3451.5,3548.2,8065,9239.4,4592,3606.1,3284.4,7526.4,9188.6,5200.9,3877.7,3393.8,6120.5,10096,6735.7,4016.7,3536.3,5002.4,9205.1,5771.4,3760,3185.7,4720.7,8484.1,6311.5,3290.4,3256.6,4487.2,9156.9,6267.9,3476,3231.9,4724.5,8528.8,6104.3,3225,3025.6,5066.7,7596.4,4744.7,3253,2651.5,5533.2,6735.2,3535.8,2984.9,2445.6,5231.9,5411.7,3278,2559.5,3274.1,5728.2,4027.8,2465.4,2008.8,3869.4,5221.2,3300.2,2364.7,2412.6,5247.1,4545.6,2993.8,2227.7,3076,5090.6,3596.1,2486.8,2145.8,3609,4973.8,3446.7,2431.4,2075.2,3992.5,4257.3,2714.7,2080.5,2646.3,4242.9,3801.6,2369.5,2131.8,3164.9,4331,3249.2,1972.9,2006.3,3233.6,4219.2,2653.3,1951.4,2253.5,3746.1,3749.6,2168,2034.5,2605.1,4192.2,3214.4,1987.1,1835.3,2792.7,4084.9,2716.2,1711.1,1751.7,2812.3,3793.7,2270.8,1520.9,1589.4,2066.7,3099.1,2218,1598.4,1581.2,1375.5,1530.4,1312.4,1364,1402.4,1512.4,1496.1,1402.1,1520.3,1415.1,1533.1,1565.6,1357,1426.2,1514.1,1513.9,1444.5,1421.2,1458.8,1323.4,1263.8,1198.4,1378.9,1451.2,1531.1,1474.1,1373.2,1372.4,1311.7,1161.6,1253.1,1191.3,1332.1,1424.2,1542.9,1421.5,1305.9,1601.4,1580.9,1593.2,1363.3,1317.4,1626.6,1960.1,1958.3,1768.9,1628,1373.9,1413.1,1581.8,1509.6,1577.7,1448.2,1645.2,1445.2,1293.1,1324.8,1513,1300.8,1210.1,1296.6,1081,1046.8,1036,943.08,1086.7,1024.3,1196.4,1275,1289.8,1326.6,1254.7,1126.9,1191.9,1315.3,10
